Year,Season,State,District,Crop,Crop_Category,Area_Sown_Current_ha,Area_Sown_Last_Year_ha,Area_Sown_3yr_Avg_ha,Area_Growth_Rate_percent,Production_Last_Year_tons,Production_2yr_Back_tons,Production_3yr_Avg_tons,Production_5yr_Avg_tons,Production_Growth_Rate_percent,Yield_Last_Year_kg_per_ha,Yield_3yr_Avg_kg_per_ha,Total_Rainfall_mm,Rainfall_Deviation_percent,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Avg_Humidity_percent,Extreme_Heat_Days,Extreme_Rain_Days,Drought_Index,Production_tons
2020,Kharif,Andhra Pradesh,Guntur,Kodo Millet,millets,42155.22,41677.46,41304.37,1.15,28183.29,26419.37,28842.82,28755.73,4.4,676.22,670.7,725.28,18.02,25.72,35.15,20.04,68.55,18,18,1.503,28644.06
2020,Kharif,Andhra Pradesh,Guntur,Barnyard Millet,millets,14850.03,14200.47,13804.89,4.57,17796.48,18713.92,17283.26,18988.55,8.24,1253.23,1191.41,731.02,36.37,26.59,37.05,19.49,76.95,15,2,0.09,19829.98
2020,Rabi,Andhra Pradesh,Guntur,Little Millet,millets,14767.36,13284.72,13663.22,11.16,12193.48,11231.79,11968.7,12495.95,11.76,917.86,924.9,835.17,-1.87,32.19,39.36,24.99,56.03,29,14,1.256,13281.89
2020,Rabi,Andhra Pradesh,Guntur,Proso Millet,millets,71022.02,66231.62,66538.8,7.23,102490.81,102173.63,101404.91,105177.49,-2.49,1547.46,1547.48,742.44,-6.06,30.41,39.51,23.85,75.22,29,5,0.0,106909.04
2020,Kharif,Telangana,Nizamabad,Pearl Millet,millets,28049.97,26563.86,27008.72,5.59,54369.62,55181.12,54376.58,58154.12,4.36,2046.75,2005.63,465.52,-18.34,28.31,38.12,20.54,67.69,13,19,0.0,61164.52
2020,Rabi,Telangana,Nizamabad,Finger Millet,millets,63101.01,63772.73,64879.61,-1.05,180777.02,174287.25,172853.63,189823.22,-2.21,2834.71,2810.58,876.06,-15.85,24.37,30.51,15.04,50.28,1,6,0.0,185895.39
2020,Kharif,Telangana,Nizamabad,Sorghum,millets,87148.02,79986.85,79308.23,8.95,255586.41,271814.62,245580.05,250782.36,12.38,3195.36,3119.58,312.87,-5.25,29.02,36.28,21.4,52.79,4,9,0.066,282340.36
2020,Kharif,Telangana,Nizamabad,Foxtail Millet,millets,12347.5,12825.65,12663.5,-3.73,19627.54,20998.02,19326.15,20427.39,5.47,1530.34,1502.39,862.48,37.04,32.8,39.19,25.29,68.5,2,7,0.0,20667.79
2020,Kharif,Telangana,Nizamabad,Kodo Millet,millets,84717.94,76643.03,77323.8,10.54,126623.6,129805.4,122867.1,133473.58,9.24,1652.12,1664.54,726.35,22.12,28.37,35.13,21.05,61.36,4,10,1.834,136803.23
2020,Kharif,Telangana,Nizamabad,Barnyard Millet,millets,59898.35,56937.54,59072.56,5.2,107715.77,112453.77,112198.12,109139.39,0.27,1891.82,1877.55,661.65,14.37,28.21,39.85,20.25,55.73,28,17,0.0,111767.24
2020,Rabi,Telangana,Nizamabad,Little Millet,millets,69939.19,67738.25,69302.11,3.25,48118.76,47975.45,49210.51,49592.17,14.73,710.36,681.27,826.64,-20.82,33.88,44.6,26.41,43.08,24,1,1.039,54618.74
2020,Rabi,Telangana,Nizamabad,Proso Millet,millets,74464.52,69204.62,72509.05,7.6,105215.44,99960.95,110003.88,106837.83,-2.98,1520.35,1463.89,765.51,26.12,30.37,39.37,22.2,75.96,23,12,0.0,108791.31
2020,Kharif,Telangana,Adilabad,Pearl Millet,millets,78651.86,78966.74,81491.82,-0.4,113775.83,106382.23,111916.53,115005.0,7.64,1440.81,1402.74,427.28,17.47,24.36,30.45,18.42,45.26,4,10,0.0,114193.83
2020,Rabi,Telangana,Adilabad,Finger Millet,millets,5838.18,6087.01,6175.31,-4.09,12373.24,13076.29,12690.88,13039.15,-3.69,2032.73,1986.72,395.77,-20.12,26.83,33.91,18.07,53.86,15,8,0.107,12484.46
2020,Kharif,Telangana,Adilabad,Sorghum,millets,60075.47,60922.23,63848.99,-1.39,207185.78,207699.31,214540.22,214222.86,12.64,3400.82,3437.59,579.38,-20.22,26.7,33.81,17.76,43.44,29,19,0.0,203661.15
2020,Kharif,Telangana,Adilabad,Foxtail Millet,millets,54067.47,55195.6,56906.17,-2.04,90693.27,86942.58,94580.53,94833.34,4.78,1643.13,1664.42,432.37,0.53,27.43,35.52,22.11,45.09,11,15,1.841,85953.28
2020,Kharif,Telangana,Adilabad,Kodo Millet,millets,31286.95,28248.85,28133.85,10.75,48732.97,46235.7,48195.13,49356.71,1.79,1725.13,1756.76,648.06,25.9,29.77,40.86,21.73,47.17,22,1,1.497,58958.28
2020,Rabi,Telangana,Adilabad,Barnyard Millet,millets,9971.47,9415.18,9308.72,5.91,9468.1,10004.38,9597.42,9723.16,3.73,1005.62,1002.86,812.81,7.77,30.13,41.33,22.61,75.67,25,14,0.419,9456.38
2020,Kharif,Telangana,Adilabad,Little Millet,millets,70887.82,67350.98,68989.67,5.25,36890.91,36595.33,35459.26,37999.54,-2.04,547.74,544.54,659.67,9.72,31.88,39.08,23.54,43.5,9,5,0.0,40687.25
2020,Rabi,Telangana,Adilabad,Proso Millet,millets,74155.17,75530.94,74470.09,-1.82,114546.94,118326.04,118629.11,119376.75,1.5,1516.56,1454.2,302.31,-10.67,26.51,34.27,17.13,55.69,9,8,0.0,104821.48
2020,Kharif,Telangana,Karimnagar,Pearl Millet,millets,68899.37,63360.29,63845.4,8.74,85450.7,80629.29,87074.42,91266.3,9.15,1348.65,1366.39,578.03,-19.48,33.2,44.9,26.21,60.01,10,5,0.385,84501.53
2020,Rabi,Telangana,Karimnagar,Finger Millet,millets,74451.78,74130.55,75125.11,0.43,118300.72,126174.85,114613.94,123631.47,-0.64,1595.84,1518.33,652.8,32.97,30.66,37.14,20.78,53.68,23,13,0.936,118239.35
2020,Kharif,Telangana,Karimnagar,Sorghum,millets,38684.96,38445.83,38685.11,0.62,105249.27,98860.14,101730.77,109017.93,14.28,2737.6,2779.82,444.8,-10.8,28.21,34.73,22.29,51.48,12,11,0.946,115904.17
2020,Kharif,Telangana,Karimnagar,Foxtail Millet,millets,60536.94,55261.46,56231.44,9.55,106429.67,111048.28,104664.9,111203.72,9.7,1925.93,1893.75,579.32,4.66,27.14,39.05,21.8,79.57,11,3,1.363,124590.96
2020,Kharif,Telangana,Karimnagar,Kodo Millet,millets,44461.42,42477.31,42680.97,4.67,61352.65,62003.68,63887.25,62017.64,10.78,1444.36,1373.97,771.38,14.84,31.69,43.19,23.16,57.91,10,4,0.0,68623.91
2020,Rabi,Telangana,Karimnagar,Barnyard Millet,millets,46237.52,43687.78,42724.24,5.84,60146.91,57105.99,62476.41,60303.7,9.65,1376.74,1354.51,587.97,11.15,27.68,37.73,20.42,45.22,15,12,0.24,60767.41
2020,Rabi,Telangana,Karimnagar,Little Millet,millets,16158.02,15794.14,15624.51,2.3,11109.19,11724.64,10605.09,10861.98,10.8,703.37,679.13,654.2,-20.01,24.16,34.62,17.35,70.29,9,6,0.818,10606.39
2020,Rabi,Telangana,Karimnagar,Proso Millet,millets,8006.45,7470.3,7699.14,7.18,12240.91,11860.19,12111.31,12036.59,0.21,1638.61,1632.2,559.51,15.25,29.92,37.22,21.9,76.85,14,17,1.801,13537.25
2020,Kharif,Telangana,Warangal,Pearl Millet,millets,58436.45,54220.33,54559.68,7.78,124666.68,115173.01,130287.7,126390.84,-1.88,2299.26,2254.07,558.56,-2.55,30.08,39.89,23.97,77.17,26,0,1.04,136109.15
2020,Rabi,Telangana,Warangal,Finger Millet,millets,21181.04,20777.12,20450.7,1.94,55264.44,53990.98,56528.76,56532.08,1.71,2659.87,2574.96,772.28,-0.1,29.71,40.26,22.82,62.62,27,4,0.0,60993.57
2020,Kharif,Telangana,Warangal,Sorghum,millets,16117.19,15706.51,16386.84,2.61,41297.6,42169.86,40488.87,43477.74,3.26,2629.33,2639.93,730.57,19.81,28.74,34.12,20.33,58.7,6,7,0.0,40270.47
2020,Kharif,Telangana,Warangal,Foxtail Millet,millets,72476.52,70835.13,71245.85,2.32,60575.9,56700.3,63340.66,62390.12,9.87,855.17,819.84,328.92,-3.51,29.13,35.31,20.06,55.44,23,16,1.086,67628.74
2020,Kharif,Telangana,Warangal,Kodo Millet,millets,79841.67,75698.49,74581.71,5.47,133701.4,135927.71,140185.65,141583.02,10.08,1766.24,1798.06,777.79,15.5,33.09,40.61,25.49,57.09,22,10,0.251,129361.94
2020,Rabi,Telangana,Warangal,Barnyard Millet,millets,27888.76,25480.45,26951.99,9.45,24803.43,25421.63,25718.25,25409.78,5.89,973.43,936.57,647.58,-16.66,28.69,37.79,19.67,65.82,25,6,0.482,27114.28
2020,Kharif,Telangana,Warangal,Little Millet,millets,55184.55,52372.83,54605.74,5.37,31432.33,32304.64,30356.57,33413.76,-4.44,600.16,593.3,357.48,23.51,25.8,30.85,20.04,63.2,11,4,0.0,35956.08
2020,Kharif,Telangana,Warangal,Proso Millet,millets,67158.76,66026.65,68561.24,1.71,55365.72,51526.16,56849.65,56991.52,-1.45,838.54,810.69,327.3,-12.89,29.49,40.9,22.07,41.4,3,5,0.867,57490.84
2020,Kharif,Telangana,Nalgonda,Pearl Millet,millets,80363.37,72317.43,70783.69,11.13,176255.89,175859.89,173086.82,186902.61,8.95,2437.25,2318.74,719.49,18.32,30.56,40.03,21.8,43.17,14,12,1.606,209298.18
2020,Kharif,Telangana,Nalgonda,Finger Millet,millets,65204.81,66562.15,66326.68,-2.04,134797.86,129157.01,141418.96,141324.2,5.21,2025.14,2081.47,368.24,33.92,27.13,37.16,20.6,64.75,3,14,1.929,120391.29
2020,Kharif,Telangana,Nalgonda,Sorghum,millets,61241.21,58664.86,56961.91,4.39,153729.83,154542.47,148908.48,149627.99,0.09,2620.48,2501.66,442.45,39.39,31.19,36.26,21.84,77.32,6,9,0.881,162660.47
2020,Kharif,Telangana,Nalgonda,Foxtail Millet,millets,14804.02,13552.41,13350.42,9.24,17028.97,17522.85,16220.11,17984.5,12.41,1256.53,1220.68,459.18,-24.67,26.33,36.12,17.56,47.48,14,12,0.0,17290.45
2020,Kharif,Telangana,Nalgonda,Kodo Millet,millets,77208.3,70170.89,68623.15,10.03,51508.51,50986.44,51838.16,53700.44,-1.69,734.04,767.41,747.07,-18.28,27.86,37.62,22.36,70.3,12,14,0.517,52287.0
2020,Rabi,Telangana,Nalgonda,Barnyard Millet,millets,81381.44,79041.2,82569.63,2.96,106264.67,110291.75,111079.36,103151.74,1.4,1344.42,1321.98,604.32,31.23,31.54,39.57,25.37,40.63,5,1,0.844,105009.69
2020,Rabi,Telangana,Nalgonda,Little Millet,millets,62543.34,56432.71,56456.46,10.83,67989.46,62802.2,71017.87,66030.86,10.84,1204.79,1153.9,613.14,24.55,24.61,32.01,17.37,71.81,0,16,0.0,72637.47
2020,Rabi,Telangana,Nalgonda,Proso Millet,millets,37158.41,35964.53,35087.2,3.32,52502.32,52537.67,52167.17,54129.74,-4.01,1459.84,1387.86,693.03,-14.09,24.24,32.38,17.87,51.76,1,10,1.801,51340.82
2020,Kharif,Tamil Nadu,Villupuram,Pearl Millet,millets,32600.63,29575.48,28912.37,10.23,78210.35,77482.88,77854.98,80517.11,3.85,2644.43,2758.1,382.53,-16.88,24.26,35.19,16.52,49.45,0,11,0.0,90544.9
2020,Kharif,Tamil Nadu,Villupuram,Finger Millet,millets,66542.9,66981.28,67547.0,-0.65,122727.1,120436.56,116971.62,129916.39,6.93,1832.26,1807.32,407.26,-27.1,27.15,32.61,19.8,68.53,8,15,1.406,127264.52
2020,Kharif,Tamil Nadu,Villupuram,Sorghum,millets,42083.45,39566.62,39346.49,6.36,94872.62,99608.61,94302.75,96159.38,5.2,2397.79,2375.14,417.15,16.02,25.64,37.32,16.67,73.18,14,19,0.0,103626.3
2020,Kharif,Tamil Nadu,Villupuram,Foxtail Millet,millets,44064.34,45726.86,45369.31,-3.64,90502.4,90809.61,91204.24,96058.46,-3.0,1979.2,2029.28,806.71,27.47,27.35,35.2,18.37,56.08,14,13,1.706,88685.34
2020,Kharif,Tamil Nadu,Villupuram,Kodo Millet,millets,30239.6,30374.6,30554.4,-0.44,19281.34,19231.79,19412.92,20226.41,4.0,634.78,622.5,345.06,32.96,32.7,40.97,23.71,45.16,4,6,0.665,18241.94
2020,Rabi,Tamil Nadu,Villupuram,Barnyard Millet,millets,76940.33,76793.91,77979.0,0.19,68699.47,68264.73,66198.71,72560.64,9.57,894.6,855.17,850.44,14.53,30.44,36.72,24.1,62.56,15,7,0.082,68858.43
2020,Kharif,Tamil Nadu,Villupuram,Little Millet,millets,87222.71,78385.26,80403.36,11.27,114759.8,109070.92,116235.85,115212.53,4.45,1464.05,1491.05,309.54,19.0,26.55,37.81,18.49,63.01,12,13,0.0,130416.36
2020,Rabi,Tamil Nadu,Villupuram,Proso Millet,millets,62350.08,62434.31,62168.32,-0.13,46753.72,46416.44,47153.64,46438.22,9.46,748.85,740.83,706.22,-20.84,26.4,31.94,17.73,56.65,14,12,0.0,51090.92
2020,Kharif,Tamil Nadu,Tiruvannamalai,Pearl Millet,millets,40770.16,40499.09,42858.41,0.67,63227.02,60542.9,62036.7,61349.01,2.81,1561.2,1507.81,811.26,-1.23,25.94,32.84,20.65,50.47,28,4,0.0,62356.31
2020,Kharif,Tamil Nadu,Tiruvannamalai,Finger Millet,millets,25778.75,24156.95,24178.77,6.71,76164.36,75135.87,75411.49,79970.38,5.56,3152.9,3127.54,832.14,-16.35,28.59,35.58,22.26,54.52,22,3,1.221,87520.33
2020,Kharif,Tamil Nadu,Tiruvannamalai,Sorghum,millets,74578.81,75747.16,79414.36,-1.54,256618.22,239539.88,246488.29,257632.73,12.79,3387.83,3308.2,894.98,-6.73,30.42,36.58,21.35,65.27,17,9,0.0,258999.78
2020,Kharif,Tamil Nadu,Tiruvannamalai,Foxtail Millet,millets,27254.88,27519.11,26965.14,-0.96,34137.6,32288.27,32810.48,36454.52,3.16,1240.5,1271.82,685.01,-17.85,26.52,34.23,20.63,63.85,16,14,0.0,33410.37
2020,Kharif,Tamil Nadu,Tiruvannamalai,Kodo Millet,millets,20046.93,20322.31,21372.31,-1.36,27272.24,28939.78,26930.4,28213.53,11.24,1341.99,1323.22,812.44,-25.72,27.16,33.0,20.32,77.75,2,16,0.0,25707.98
2020,Kharif,Tamil Nadu,Tiruvannamalai,Barnyard Millet,millets,81377.98,73805.1,71914.55,10.26,136497.57,143328.28,137285.23,135952.61,9.8,1849.43,1941.47,315.43,5.22,25.4,33.23,18.9,78.01,23,15,0.605,155937.9
2020,Rabi,Tamil Nadu,Tiruvannamalai,Little Millet,millets,75667.78,75482.73,78277.85,0.25,119758.23,122358.22,124799.05,123733.06,-4.74,1586.56,1573.99,746.07,-2.75,31.25,38.9,21.93,65.07,7,14,1.739,122624.2
2020,Kharif,Tamil Nadu,Tiruvannamalai,Proso Millet,millets,70460.55,64923.47,66007.6,8.53,74025.29,79423.24,74978.92,74660.11,-4.82,1140.19,1092.02,763.65,0.64,27.5,32.56,21.96,46.59,0,4,1.181,75373.87
2020,Kharif,Tamil Nadu,Salem,Pearl Millet,millets,34351.31,36148.62,35891.55,-4.97,46426.58,49474.87,46336.5,47624.02,11.23,1284.33,1289.61,773.52,37.36,29.11,35.7,23.45,77.02,1,17,0.173,40411.86
2020,Rabi,Tamil Nadu,Salem,Finger Millet,millets,14894.1,15575.74,15756.24,-4.38,33823.51,33178.03,34177.0,34962.18,14.3,2171.55,2172.69,456.76,-27.73,24.62,30.09,19.19,73.53,4,8,0.177,33259.49
2020,Kharif,Tamil Nadu,Salem,Sorghum,millets,22429.75,21712.85,21543.54,3.3,70234.53,74924.59,67198.5,75008.77,6.58,3234.7,3127.84,722.78,29.01,31.4,41.36,23.4,58.28,10,15,1.093,68393.86
2020,Kharif,Tamil Nadu,Salem,Foxtail Millet,millets,63560.22,61514.13,63903.33,3.33,86403.46,87689.6,82331.39,86527.81,4.56,1404.61,1400.29,792.48,14.89,32.49,38.95,25.27,40.63,9,20,0.0,86937.86
2020,Kharif,Tamil Nadu,Salem,Kodo Millet,millets,21303.13,21381.36,22034.32,-0.37,15481.22,14253.73,15141.78,16328.01,6.4,724.05,758.46,504.6,26.59,31.42,42.54,23.77,70.7,20,13,0.857,16855.46
2020,Rabi,Tamil Nadu,Salem,Barnyard Millet,millets,64349.46,58751.55,59205.28,9.53,66311.2,68183.97,69011.41,66926.54,13.14,1128.67,1109.11,349.13,-18.0,24.57,33.07,18.92,46.61,4,12,0.0,74886.73
2020,Kharif,Tamil Nadu,Salem,Little Millet,millets,48883.11,44479.77,43668.42,9.9,35813.57,36285.9,34240.95,35989.2,10.72,805.17,815.89,492.99,-3.85,27.36,37.97,19.16,58.83,14,18,0.0,41901.24
2020,Rabi,Tamil Nadu,Salem,Proso Millet,millets,82051.19,74086.11,77020.63,10.75,70753.58,75237.11,70653.4,74713.76,6.2,955.02,978.84,736.05,20.92,31.5,38.81,25.65,77.73,30,17,1.488,77095.78
2020,Kharif,Tamil Nadu,Dharmapuri,Pearl Millet,millets,70529.75,64483.2,62846.88,9.38,145440.23,152547.83,149408.69,153469.99,12.04,2255.47,2275.55,680.72,-17.74,26.74,36.54,17.5,57.12,28,5,0.0,163028.71
2020,Rabi,Tamil Nadu,Dharmapuri,Finger Millet,millets,26484.02,24109.64,25448.18,9.85,59270.12,55028.61,56663.54,58820.09,5.34,2458.36,2401.62,562.59,-25.88,26.62,32.25,18.77,43.29,4,9,0.0,65943.56
2020,Kharif,Tamil Nadu,Dharmapuri,Sorghum,millets,31922.48,28990.91,28698.8,10.11,86423.05,84220.42,88213.44,85573.65,13.83,2981.04,3091.56,525.07,-12.66,25.61,32.6,20.26,45.23,13,5,0.0,86779.35
2020,Kharif,Tamil Nadu,Dharmapuri,Foxtail Millet,millets,30104.71,31562.53,32861.47,-4.62,32995.21,35028.48,31596.97,33744.89,4.96,1045.39,1044.98,569.29,6.49,30.51,41.82,20.52,75.72,6,6,1.075,28582.58
2020,Kharif,Tamil Nadu,Dharmapuri,Kodo Millet,millets,14104.21,12680.72,12375.57,11.23,8902.31,9449.71,8799.57,9518.69,-0.95,702.03,725.08,782.03,-13.8,29.05,36.66,22.64,61.17,9,7,0.259,10504.34
2020,Rabi,Tamil Nadu,Dharmapuri,Barnyard Millet,millets,8891.85,9066.62,8807.59,-1.93,12927.81,12305.66,12569.09,13717.18,5.81,1425.87,1458.83,710.49,-25.32,29.8,41.31,22.38,79.06,29,13,0.496,12571.33
2020,Rabi,Tamil Nadu,Dharmapuri,Little Millet,millets,42837.72,39118.95,39149.71,9.51,60616.62,59428.29,59750.29,60609.31,7.35,1549.55,1481.08,450.12,37.39,25.11,32.42,15.8,50.0,11,3,0.0,60411.83
2020,Rabi,Tamil Nadu,Dharmapuri,Proso Millet,millets,54286.97,51819.64,51997.47,4.76,44489.4,41281.3,45015.57,46496.35,-1.16,858.54,837.04,691.68,31.51,26.06,35.81,16.14,52.45,20,16,0.0,48907.45
2020,Kharif,Tamil Nadu,Namakkal,Pearl Millet,millets,6807.75,7136.89,7164.63,-4.61,8762.55,8255.88,9021.61,8512.12,3.8,1227.78,1254.46,491.9,39.94,31.46,38.54,22.39,59.1,5,3,1.798,9034.59
2020,Rabi,Tamil Nadu,Namakkal,Finger Millet,millets,80448.94,76938.78,76324.92,4.56,244732.08,251032.56,243585.9,258895.95,12.83,3180.87,3166.11,332.72,10.82,24.54,33.5,15.41,76.73,11,5,1.0,238377.84
2020,Kharif,Tamil Nadu,Namakkal,Sorghum,millets,65488.46,60539.52,60691.49,8.17,172780.21,171507.19,177417.81,170375.25,5.92,2854.01,2864.57,618.43,23.66,30.03,35.62,21.68,73.09,18,9,1.49,181605.26
2020,Kharif,Tamil Nadu,Namakkal,Foxtail Millet,millets,11922.93,11191.26,11191.74,6.54,16774.05,17442.71,17110.19,16734.3,11.72,1498.85,1482.9,899.86,39.89,28.33,38.7,22.6,72.99,0,0,0.0,19545.33
2020,Kharif,Tamil Nadu,Namakkal,Kodo Millet,millets,19486.55,17740.63,18770.41,9.84,29354.15,30469.2,28989.22,30053.79,1.6,1654.63,1653.59,305.6,-25.16,29.88,40.21,21.88,53.87,1,3,1.68,30961.41
2020,Rabi,Tamil Nadu,Namakkal,Barnyard Millet,millets,81243.4,75416.45,77335.48,7.73,120976.21,119495.83,116660.41,125109.72,1.87,1604.11,1531.04,376.9,5.25,24.28,34.86,17.73,43.07,15,1,1.486,130200.44
2020,Rabi,Tamil Nadu,Namakkal,Little Millet,millets,58844.07,57579.01,59338.79,2.2,35493.46,33209.06,36074.21,34473.29,4.75,616.43,623.71,781.13,22.2,27.85,34.73,20.45,73.72,15,11,0.0,33945.85
2020,Kharif,Tamil Nadu,Namakkal,Proso Millet,millets,75752.72,70190.3,72850.51,7.92,79937.94,85042.63,78646.55,78261.72,2.1,1138.87,1087.88,844.36,-2.61,33.36,38.85,26.56,58.72,22,10,0.094,84821.39
2020,Kharif,Madhya Pradesh,Shivpuri,Pearl Millet,millets,39712.9,36230.01,36494.94,9.61,100618.77,106921.31,105452.03,103291.94,3.41,2777.22,2845.62,532.81,-1.49,24.14,33.12,17.29,44.78,13,3,1.591,100845.08
2020,Kharif,Madhya Pradesh,Shivpuri,Finger Millet,millets,50036.13,49025.93,48384.14,2.06,84515.21,90009.37,88158.72,86296.45,2.46,1723.89,1742.33,340.43,-20.99,33.49,42.98,26.34,62.7,27,9,0.674,90738.78
2020,Kharif,Madhya Pradesh,Shivpuri,Sorghum,millets,74239.42,70801.66,72204.25,4.86,190705.02,192873.51,196946.36,196950.09,14.81,2693.51,2758.03,351.16,-0.26,26.24,33.68,18.77,42.04,22,6,0.166,214964.14
2020,Kharif,Madhya Pradesh,Shivpuri,Foxtail Millet,millets,77661.62,79192.14,79293.43,-1.93,116893.82,109012.02,113976.62,116134.72,13.83,1476.08,1422.08,468.94,11.05,31.18,36.25,23.75,48.15,3,19,0.0,122097.25
2020,Kharif,Madhya Pradesh,Shivpuri,Kodo Millet,millets,69072.46,69669.4,73825.71,-0.86,96276.33,101465.31,94955.62,96718.22,11.25,1381.9,1313.42,772.87,-17.84,24.12,30.44,17.03,48.24,23,11,0.471,93040.58
2020,Rabi,Madhya Pradesh,Shivpuri,Barnyard Millet,millets,18396.99,17465.1,17427.46,5.34,13585.42,14235.91,14101.49,14316.44,9.2,777.86,755.85,746.7,2.81,24.18,34.45,17.64,60.95,22,14,0.0,14867.73
2020,Rabi,Madhya Pradesh,Shivpuri,Little Millet,millets,22270.05,20526.4,20145.83,8.49,26624.6,27847.4,27527.31,26041.16,6.14,1297.09,1321.8,390.75,37.57,32.35,41.13,23.91,57.17,26,18,0.0,29846.42
2020,Rabi,Madhya Pradesh,Shivpuri,Proso Millet,millets,82331.22,77493.77,79089.86,6.24,63533.87,65052.97,64579.8,62034.95,-2.94,819.86,832.64,398.15,23.35,28.67,39.23,23.52,77.57,20,12,0.272,66058.69
2020,Kharif,Madhya Pradesh,Guna,Pearl Millet,millets,36913.56,34421.22,35298.99,7.24,67749.84,67827.01,68766.39,66790.27,14.03,1968.26,1934.08,609.25,-6.46,25.92,37.77,18.47,41.97,5,19,0.0,79821.77
2020,Kharif,Madhya Pradesh,Guna,Finger Millet,millets,41256.82,41792.59,42919.52,-1.28,76751.68,79726.77,77980.86,75641.09,0.02,1836.49,1807.65,807.25,1.37,30.89,38.79,21.73,63.28,10,1,1.44,80743.16
2020,Kharif,Madhya Pradesh,Guna,Sorghum,millets,57430.02,59868.62,60242.96,-4.07,154048.97,143243.05,158511.56,151365.46,12.16,2573.12,2546.88,391.06,29.45,30.23,40.79,22.21,60.02,5,19,1.869,140029.59
2020,Kharif,Madhya Pradesh,Guna,Foxtail Millet,millets,41802.26,42708.87,41442.89,-2.12,70710.96,68765.06,69130.83,71890.45,4.93,1655.65,1617.28,353.55,-2.0,24.85,35.85,17.65,73.57,4,16,1.707,64593.95
2020,Kharif,Madhya Pradesh,Guna,Kodo Millet,millets,16709.39,15040.82,15606.04,11.09,10983.19,11101.8,10794.04,10949.02,13.58,730.23,742.38,314.22,30.02,25.31,32.44,16.03,63.22,9,6,1.013,12798.71
2020,Rabi,Madhya Pradesh,Guna,Barnyard Millet,millets,60791.2,60526.53,61326.89,0.44,101112.31,99644.63,100051.52,105377.52,-0.25,1670.55,1677.62,806.54,-5.97,27.4,37.84,17.62,76.63,22,18,1.552,105564.62
2020,Rabi,Madhya Pradesh,Guna,Little Millet,millets,63541.72,59019.72,59987.71,7.66,38705.83,36899.27,39468.2,41310.63,10.69,655.81,646.93,861.49,11.38,25.88,36.53,16.26,63.17,9,2,0.0,41335.32
2020,Rabi,Madhya Pradesh,Guna,Proso Millet,millets,35249.53,33714.62,33695.95,4.55,28748.95,26606.98,28838.23,29424.29,14.9,852.71,847.46,300.43,-20.21,33.02,44.35,23.39,68.48,17,17,0.0,27452.93
2020,Kharif,Madhya Pradesh,Vidisha,Pearl Millet,millets,6471.51,5855.49,6005.41,10.52,10736.8,10696.83,11250.56,10890.2,13.89,1833.63,1778.5,566.28,-9.33,26.5,33.07,17.02,54.46,15,0,0.38,10918.55
2020,Kharif,Madhya Pradesh,Vidisha,Finger Millet,millets,32991.71,31063.01,31042.45,6.21,89132.18,93966.62,92220.73,91707.69,4.78,2869.4,2735.68,456.38,27.31,26.01,32.72,19.05,69.03,0,18,1.839,104030.17
2020,Kharif,Madhya Pradesh,Vidisha,Sorghum,millets,25856.72,25290.95,25783.56,2.24,68426.09,71122.23,66654.45,70896.83,10.1,2705.56,2710.29,601.57,7.37,24.58,30.71,18.52,43.78,30,18,1.402,68871.37
2020,Kharif,Madhya Pradesh,Vidisha,Foxtail Millet,millets,69152.47,71164.83,70772.78,-2.83,99232.62,99365.85,94754.29,96579.79,1.56,1394.41,1331.9,308.48,-23.66,26.94,32.79,20.36,71.5,24,0,0.0,88140.44
2020,Kharif,Madhya Pradesh,Vidisha,Kodo Millet,millets,46526.69,48493.02,50918.03,-4.05,31127.99,29681.83,31148.12,31190.95,2.85,641.91,668.72,725.46,14.16,31.28,38.27,22.06,70.13,7,18,0.909,27072.94
2020,Rabi,Madhya Pradesh,Vidisha,Barnyard Millet,millets,12439.59,12847.59,13076.3,-3.18,23582.76,23122.28,22563.24,23391.82,-2.82,1835.58,1919.84,510.09,-21.19,30.6,40.06,22.33,68.39,11,20,0.0,20945.88
2020,Kharif,Madhya Pradesh,Vidisha,Little Millet,millets,19922.61,19723.92,19665.16,1.01,26090.56,26415.44,25219.28,26814.35,-3.74,1322.79,1280.65,638.83,13.5,31.38,40.51,22.74,49.13,24,4,0.0,26576.02
2020,Rabi,Madhya Pradesh,Vidisha,Proso Millet,millets,62546.82,55953.6,56234.88,11.78,60050.89,64794.86,59373.77,59242.12,9.56,1073.23,1081.52,492.11,39.67,24.71,31.12,14.97,52.39,20,6,0.693,71397.6
2020,Kharif,Madhya Pradesh,Sehore,Pearl Millet,millets,39756.73,40278.85,40742.14,-1.3,67036.67,69178.85,64988.19,68565.42,5.21,1664.31,1648.91,396.65,22.94,30.65,40.08,21.28,72.76,22,0,0.0,69504.02
2020,Kharif,Madhya Pradesh,Sehore,Finger Millet,millets,47522.47,43234.95,43774.23,9.92,90448.68,87683.37,86648.43,90681.16,-0.55,2092.03,2160.0,363.26,26.89,29.09,34.49,21.9,57.96,26,14,0.48,101265.77
2020,Kharif,Madhya Pradesh,Sehore,Sorghum,millets,85626.21,79065.37,82477.16,8.3,217410.86,221125.11,223133.97,229902.68,-3.82,2749.76,2655.19,882.07,39.37,27.2,35.26,22.03,60.14,24,5,0.0,251272.09
