Year,District,Crop,Predicted_Production_tons,Predicted_Demand_tons,Supply_Demand_Gap_tons,Supply_Demand_Gap_percent,Production_to_Demand_Ratio,Production_Growth_percent,Demand_Growth_percent,Avg_Mandi_Price_Current,Price_Change_percent,Mandi_Arrival_Growth_percent,Buffer_Stock_Level_tons,Oversupply_Risk_Level
2020,Aurangabad,Little Millet,172774.75,207525.09,-34750.34,-16.75,0.8325,0.21,-1.75,2370.86,-8.4,-6.16,8585.01,0
2020,Aurangabad,Proso Millet,259343.61,220328.36,39015.25,17.71,1.1771,5.61,-4.89,3827.22,8.24,21.69,38850.67,2
2020,Solapur,Pearl Millet,60968.67,51295.31,9673.36,18.86,1.1886,1.52,8.66,4036.62,-11.99,5.56,35338.22,2
2020,Solapur,Finger Millet,277913.8,222544.72,55369.08,24.88,1.2488,-4.1,9.81,4340.02,-0.3,5.33,18967.11,2
2020,Solapur,Sorghum,224730.3,170855.44,53874.86,31.53,1.3153,6.7,8.88,3404.5,-16.28,6.58,14666.21,2
2020,Solapur,Foxtail Millet,189320.39,181961.05,7359.33,4.04,1.0404,-6.18,0.26,4345.99,-7.48,4.05,46044.45,0
2020,Solapur,Kodo Millet,276654.06,328600.42,-51946.36,-15.81,0.8419,-4.61,-1.76,3211.26,3.26,5.61,49829.5,0
2020,Solapur,Barnyard Millet,143329.22,126345.18,16984.03,13.44,1.1344,-6.13,10.8,2056.53,-5.54,9.59,12380.17,1
2020,Solapur,Little Millet,86846.81,70919.75,15927.06,22.46,1.2246,11.64,-4.78,1679.98,7.58,-6.05,33629.65,2
2020,Solapur,Proso Millet,196393.21,148164.68,48228.53,32.55,1.3255,16.65,-2.26,4262.19,10.12,18.04,10244.68,2
2020,Ahmednagar,Pearl Millet,168689.89,166896.24,1793.65,1.07,1.0107,-5.23,2.76,3400.19,-1.05,18.14,8159.51,0
2020,Ahmednagar,Finger Millet,81738.9,82142.19,-403.3,-0.49,0.9951,16.11,-3.64,3040.15,14.56,9.82,13106.32,0
2020,Ahmednagar,Sorghum,238353.44,278846.22,-40492.79,-14.52,0.8548,2.13,-0.49,2287.41,-17.91,5.12,43662.77,0
2020,Ahmednagar,Foxtail Millet,245158.0,187259.68,57898.32,30.92,1.3092,10.81,13.62,2672.33,1.23,20.34,37681.82,2
2020,Ahmednagar,Kodo Millet,81831.59,86532.64,-4701.05,-5.43,0.9457,14.13,12.77,3438.12,6.44,-4.5,30349.96,0
2020,Ahmednagar,Barnyard Millet,121906.92,138553.26,-16646.34,-12.01,0.8799,4.12,-4.38,1699.0,-17.03,21.21,8132.63,0
2020,Ahmednagar,Little Millet,210350.03,196626.91,13723.12,6.98,1.0698,3.01,4.29,3920.43,12.1,0.62,27229.26,1
2020,Ahmednagar,Proso Millet,131771.94,119131.18,12640.76,10.61,1.1061,18.56,5.23,2658.28,10.49,14.1,35067.23,1
2020,Bidar,Pearl Millet,280863.5,295637.6,-14774.1,-5.0,0.95,10.51,6.48,2907.98,-16.82,7.14,17778.09,0
2020,Bidar,Finger Millet,179249.4,191023.02,-11773.63,-6.16,0.9384,-0.96,0.36,2313.75,-9.89,7.97,16339.53,0
2020,Bidar,Sorghum,276452.71,332740.91,-56288.21,-16.92,0.8308,7.85,1.97,2419.04,8.9,8.12,21165.42,0
2020,Bidar,Foxtail Millet,115977.54,111561.58,4415.95,3.96,1.0396,10.46,10.37,4171.65,-15.13,16.95,15455.75,0
2020,Bidar,Kodo Millet,221775.85,206416.42,15359.43,7.44,1.0744,7.2,1.42,3894.09,0.36,-3.93,36505.04,1
2020,Bidar,Barnyard Millet,269036.42,287680.02,-18643.6,-6.48,0.9352,-2.24,10.8,3991.17,-13.59,12.66,25350.83,0
2020,Bidar,Little Millet,111408.45,110536.31,872.14,0.79,1.0079,-0.42,6.36,3112.23,-14.88,11.21,13374.25,0
2020,Bidar,Proso Millet,291628.43,337284.97,-45656.55,-13.54,0.8646,19.55,-4.93,2066.78,12.69,22.47,23283.27,0
2020,Kalaburagi,Pearl Millet,297713.44,310155.42,-12441.98,-4.01,0.9599,-0.24,6.35,2097.57,-18.22,4.97,49103.14,0
2020,Kalaburagi,Finger Millet,198817.94,196468.73,2349.22,1.2,1.012,2.83,-2.61,2043.31,-7.35,18.05,3670.61,0
2020,Kalaburagi,Sorghum,261793.68,232650.29,29143.39,12.53,1.1253,7.36,0.37,3851.61,12.4,14.04,11039.74,1
2020,Kalaburagi,Foxtail Millet,272827.88,281908.6,-9080.71,-3.22,0.9678,-7.72,1.75,3373.08,-10.3,5.04,12293.93,0
2020,Kalaburagi,Kodo Millet,204577.98,211801.33,-7223.35,-3.41,0.9659,-0.53,6.05,4022.3,-14.69,9.38,16519.17,0
2020,Kalaburagi,Barnyard Millet,104968.08,121012.99,-16044.91,-13.26,0.8674,15.1,-0.94,3348.89,13.41,-6.81,37282.35,0
2020,Kalaburagi,Little Millet,294668.12,260741.39,33926.74,13.01,1.1301,5.62,-3.09,4036.15,-12.27,6.08,9116.49,1
2020,Kalaburagi,Proso Millet,93385.78,80327.72,13058.06,16.26,1.1626,-4.99,-0.22,2425.48,0.29,10.99,19948.46,2
2020,Raichur,Pearl Millet,103346.95,82696.51,20650.45,24.97,1.2497,-5.7,9.25,2827.58,5.87,3.46,31137.59,2
2020,Raichur,Finger Millet,145040.66,148033.18,-2992.52,-2.02,0.9798,-0.39,12.64,2974.56,7.64,8.34,16781.92,0
2020,Raichur,Sorghum,174758.04,184862.36,-10104.32,-5.47,0.9453,15.47,7.13,2618.88,4.62,11.03,35247.51,0
2020,Raichur,Foxtail Millet,144416.07,165217.03,-20800.96,-12.59,0.8741,-2.2,1.28,2715.31,-11.29,0.17,12313.88,0
2020,Raichur,Kodo Millet,200108.91,197078.56,3030.35,1.54,1.0154,-7.32,13.71,2232.22,4.42,5.83,40204.93,0
2020,Raichur,Barnyard Millet,147217.47,135821.67,11395.8,8.39,1.0839,2.67,4.82,3672.54,11.82,-6.87,13491.36,1
2020,Raichur,Little Millet,107139.21,99992.74,7146.47,7.15,1.0715,19.92,4.57,2005.62,9.88,12.58,30356.16,1
2020,Raichur,Proso Millet,252535.54,296211.88,-43676.34,-14.74,0.8526,19.42,2.29,3782.13,-16.85,22.05,5526.46,0
2020,Vijayapura,Pearl Millet,223828.2,173474.14,50354.06,29.03,1.2903,-5.78,13.64,2859.3,-9.74,20.05,14647.16,2
2020,Vijayapura,Finger Millet,278990.72,241199.85,37790.87,15.67,1.1567,0.72,5.41,2195.45,-16.77,-8.17,33076.47,2
2020,Vijayapura,Sorghum,246065.74,301902.84,-55837.1,-18.5,0.815,18.36,-1.48,3143.82,12.97,21.32,12576.02,0
2020,Vijayapura,Foxtail Millet,251932.18,213561.02,38371.16,17.97,1.1797,11.95,-3.65,1804.53,8.61,-3.74,7082.73,2
2020,Vijayapura,Kodo Millet,165634.28,187237.98,-21603.7,-11.54,0.8846,12.25,-1.95,4296.45,-11.4,-9.69,42914.96,0
2020,Vijayapura,Barnyard Millet,241587.41,243187.43,-1600.02,-0.66,0.9934,-7.42,5.09,1670.55,-15.28,-8.31,8639.56,0
2020,Vijayapura,Little Millet,83072.75,98095.97,-15023.22,-15.31,0.8469,15.36,6.48,2337.83,-11.4,-3.87,6383.93,0
2020,Vijayapura,Proso Millet,112053.7,119905.08,-7851.39,-6.55,0.9345,13.13,-3.66,2632.28,-19.98,6.13,40143.06,0
2020,Dharwad,Pearl Millet,219381.35,207865.69,11515.67,5.54,1.0554,7.16,3.08,3075.15,13.67,23.01,18342.84,1
2020,Dharwad,Finger Millet,201379.29,223365.46,-21986.17,-9.84,0.9016,12.98,10.03,3070.41,-5.73,7.61,25486.61,0
2020,Dharwad,Sorghum,251209.68,214394.02,36815.66,17.17,1.1717,8.79,2.35,2395.33,1.15,4.43,19421.27,2
2020,Dharwad,Foxtail Millet,143405.85,130108.2,13297.65,10.22,1.1022,-2.44,-4.68,2806.61,2.35,-4.85,43394.66,1
2020,Dharwad,Kodo Millet,247631.08,278489.04,-30857.97,-11.08,0.8892,10.17,1.04,2233.48,-19.43,-2.05,22512.28,0
2020,Dharwad,Barnyard Millet,171693.96,168805.13,2888.83,1.71,1.0171,5.03,12.65,2889.9,-5.45,-8.2,47438.55,0
2020,Dharwad,Little Millet,274259.72,332230.92,-57971.2,-17.45,0.8255,0.27,-3.94,2895.27,-6.47,12.87,22235.73,0
2020,Dharwad,Proso Millet,199559.12,185068.57,14490.55,7.83,1.0783,6.35,4.54,4301.93,10.4,6.78,18271.64,1
2020,Anantapur,Pearl Millet,98369.83,119125.13,-20755.31,-17.42,0.8258,-3.35,14.84,1937.82,4.89,-0.56,2209.49,0
2020,Anantapur,Finger Millet,104673.45,105777.28,-1103.84,-1.04,0.9896,-7.32,3.07,3895.53,-3.89,11.76,14961.43,0
2020,Anantapur,Sorghum,62729.09,63262.21,-533.12,-0.84,0.9916,-4.55,3.77,2962.55,6.73,-8.73,39186.09,0
2020,Anantapur,Foxtail Millet,232166.11,239868.29,-7702.18,-3.21,0.9679,-6.12,14.36,4298.84,-6.77,13.12,22553.21,0
2020,Anantapur,Kodo Millet,230635.88,203779.01,26856.87,13.18,1.1318,-4.02,13.3,1779.57,-6.56,3.8,3052.69,1
2020,Anantapur,Barnyard Millet,125727.57,154240.05,-28512.48,-18.49,0.8151,-2.55,6.39,2752.77,8.91,-4.69,27805.74,0
2020,Anantapur,Little Millet,113786.97,137458.71,-23671.74,-17.22,0.8278,-7.98,-3.68,4076.52,-10.71,6.89,4238.36,0
2020,Anantapur,Proso Millet,167076.65,207275.07,-40198.41,-19.39,0.8061,17.9,4.87,1739.91,-3.91,21.48,31223.12,0
2020,Kurnool,Pearl Millet,294864.53,346553.38,-51688.84,-14.92,0.8508,18.76,0.16,3175.71,11.12,18.5,17199.39,0
2020,Kurnool,Finger Millet,216235.37,219123.11,-2887.73,-1.32,0.9868,10.7,11.71,3269.34,3.89,18.22,39136.51,0
2020,Kurnool,Sorghum,111324.13,128853.89,-17529.76,-13.6,0.864,4.15,0.44,4319.82,-9.48,24.05,49574.33,0
2020,Kurnool,Foxtail Millet,62821.64,65701.79,-2880.15,-4.38,0.9562,14.45,0.15,3972.21,-0.57,19.56,11728.68,0
2020,Kurnool,Kodo Millet,289044.2,283891.64,5152.56,1.81,1.0181,-3.71,-3.03,3126.63,-7.3,15.99,21545.28,0
2020,Kurnool,Barnyard Millet,132803.28,104989.57,27813.71,26.49,1.2649,-3.45,4.62,4285.23,-17.68,0.99,44576.02,2
2020,Kurnool,Little Millet,158905.86,183938.36,-25032.51,-13.61,0.8639,-3.69,4.46,1591.79,12.82,-5.86,12548.43,0
2020,Kurnool,Proso Millet,269776.46,268678.58,1097.89,0.41,1.0041,18.83,6.77,2715.95,9.73,0.03,30918.06,0
2020,Kadapa,Pearl Millet,91223.61,75678.74,15544.87,20.54,1.2054,1.16,2.54,1748.64,-17.13,17.87,1416.0,2
2020,Kadapa,Finger Millet,185092.61,184412.26,680.36,0.37,1.0037,-5.42,14.4,3924.3,2.68,24.71,1102.28,0
2020,Kadapa,Sorghum,94393.27,77094.91,17298.35,22.44,1.2244,19.54,2.34,3556.99,8.94,2.5,29027.87,2
2020,Kadapa,Foxtail Millet,60107.46,71914.96,-11807.5,-16.42,0.8358,1.24,-4.22,3248.59,14.59,11.5,41250.06,0
2020,Kadapa,Kodo Millet,98062.04,81878.58,16183.45,19.77,1.1977,2.94,14.87,1822.62,0.77,11.54,26778.29,2
2020,Kadapa,Barnyard Millet,257950.55,230149.27,27801.28,12.08,1.1208,-6.18,7.12,2279.95,2.52,14.5,5709.89,1
2020,Kadapa,Little Millet,201620.9,220677.3,-19056.4,-8.64,0.9136,-7.1,12.04,3495.03,4.32,18.36,18578.84,0
2020,Kadapa,Proso Millet,177218.97,158934.69,18284.28,11.5,1.115,11.76,3.02,3920.9,-11.77,24.46,16156.98,1
2020,Prakasam,Pearl Millet,131652.41,114582.44,17069.97,14.9,1.149,-3.84,-1.9,1738.36,0.57,-5.88,6276.05,1
2020,Prakasam,Finger Millet,162230.05,133785.18,28444.86,21.26,1.2126,-5.94,10.41,3563.18,0.27,15.15,22331.41,2
2020,Prakasam,Sorghum,80654.63,86474.3,-5819.68,-6.73,0.9327,18.39,6.04,3263.01,12.81,-2.66,24188.19,0
2020,Prakasam,Foxtail Millet,58459.03,48419.6,10039.43,20.73,1.2073,-2.64,-3.68,1594.14,9.86,-1.17,10141.56,2
2020,Prakasam,Kodo Millet,174404.23,188210.89,-13806.66,-7.34,0.9266,3.13,9.18,2470.74,-15.35,1.44,48368.16,0
2020,Prakasam,Barnyard Millet,155587.1,141178.83,14408.27,10.21,1.1021,17.63,6.33,3599.57,-19.74,17.41,47760.19,1
2020,Prakasam,Little Millet,153950.26,152941.44,1008.82,0.66,1.0066,19.67,-2.04,4152.66,-11.6,11.14,47896.07,0
2020,Prakasam,Proso Millet,276826.72,307386.23,-30559.51,-9.94,0.9006,3.7,10.42,3394.61,4.9,18.01,19278.17,0
2020,Guntur,Pearl Millet,50684.33,50248.4,435.93,0.87,1.0087,15.08,5.02,2133.19,-8.36,13.05,37090.73,0
2020,Guntur,Finger Millet,176245.28,178965.55,-2720.27,-1.52,0.9848,16.91,14.87,3337.39,1.43,5.22,47541.03,0
2020,Guntur,Sorghum,250069.86,244437.35,5632.51,2.3,1.023,12.14,5.94,3116.38,6.45,-8.44,17297.66,0
2020,Guntur,Foxtail Millet,151834.07,161478.78,-9644.71,-5.97,0.9403,14.17,4.49,4134.7,12.52,21.99,30829.26,0
2020,Guntur,Kodo Millet,107736.31,97780.37,9955.94,10.18,1.1018,8.55,3.99,2400.85,2.82,-8.65,12244.17,1
2020,Guntur,Barnyard Millet,276095.11,242155.0,33940.11,14.02,1.1402,-0.57,5.61,1621.63,13.32,5.72,20452.03,1
2020,Guntur,Little Millet,157502.69,193621.01,-36118.32,-18.65,0.8135,14.47,0.47,3943.27,-0.87,4.59,25585.84,0
2020,Guntur,Proso Millet,288149.31,330597.99,-42448.68,-12.84,0.8716,9.92,1.12,3300.73,-18.21,24.61,11457.31,0
2020,Nizamabad,Pearl Millet,215322.15,192450.32,22871.83,11.88,1.1188,-4.76,-0.3,4467.83,-0.37,1.5,27708.1,1
2020,Nizamabad,Finger Millet,100064.27,109324.42,-9260.15,-8.47,0.9153,-5.77,7.94,4339.74,-19.28,-5.45,37721.1,0
2020,Nizamabad,Sorghum,114548.3,123566.53,-9018.23,-7.3,0.927,10.81,3.31,4217.86,-12.86,-4.26,5782.61,0
2020,Nizamabad,Foxtail Millet,282935.37,255984.7,26950.67,10.53,1.1053,7.18,5.97,1705.77,14.4,20.56,42798.48,1
2020,Nizamabad,Kodo Millet,50832.05,44212.49,6619.57,14.97,1.1497,13.8,10.89,4333.09,13.78,-6.03,23113.29,1
2020,Nizamabad,Barnyard Millet,80359.76,91047.6,-10687.84,-11.74,0.8826,13.83,4.31,1866.29,3.38,-0.26,5080.14,0
2020,Nizamabad,Little Millet,247250.01,229106.82,18143.19,7.92,1.0792,2.86,-1.21,4334.82,5.39,21.88,31396.76,1
2020,Nizamabad,Proso Millet,292355.53,331309.55,-38954.02,-11.76,0.8824,19.78,-1.75,2526.3,-1.73,14.13,10514.35,0
2020,Adilabad,Pearl Millet,297778.38,336089.71,-38311.33,-11.4,0.886,1.84,1.8,2667.83,6.49,-6.38,26108.57,0
2020,Adilabad,Finger Millet,252952.36,216572.75,36379.61,16.8,1.168,-2.68,7.75,3820.39,6.17,-7.66,49658.09,2
2020,Adilabad,Sorghum,106687.8,115064.16,-8376.36,-7.28,0.9272,17.56,4.89,3812.52,-6.45,12.49,10756.54,0
2020,Adilabad,Foxtail Millet,60491.16,59066.88,1424.28,2.41,1.0241,-7.9,2.11,4462.99,12.69,12.71,21361.15,0
2020,Adilabad,Kodo Millet,259379.78,320280.04,-60900.26,-19.01,0.8099,16.14,-3.3,4029.07,0.81,9.65,6708.2,0
2020,Adilabad,Barnyard Millet,83942.58,83705.25,237.33,0.28,1.0028,19.89,9.52,2522.11,1.87,-8.86,41926.11,0
2020,Adilabad,Little Millet,129266.73,117119.42,12147.31,10.37,1.1037,15.02,0.87,4075.97,-18.08,0.51,48239.82,1
2020,Adilabad,Proso Millet,84229.87,74049.91,10179.96,13.75,1.1375,2.63,-1.94,2519.82,-5.58,-7.4,27017.15,1
2020,Karimnagar,Pearl Millet,68777.92,62188.48,6589.44,10.6,1.106,0.39,-4.55,4443.76,-8.53,14.91,43605.74,1
2020,Karimnagar,Finger Millet,282852.58,297406.25,-14553.67,-4.89,0.9511,15.84,2.25,1785.47,-10.75,1.68,44532.01,0
2020,Karimnagar,Sorghum,95654.74,81895.31,13759.43,16.8,1.168,14.41,-0.37,2329.54,9.45,9.26,27524.01,2
2020,Karimnagar,Foxtail Millet,264813.15,306068.0,-41254.86,-13.48,0.8652,7.37,6.55,3571.45,-9.6,9.33,15579.76,0
2020,Karimnagar,Kodo Millet,273831.45,308375.56,-34544.1,-11.2,0.888,-6.86,13.38,2760.51,3.03,-0.58,3550.62,0
2020,Karimnagar,Barnyard Millet,67186.89,82269.8,-15082.91,-18.33,0.8167,8.47,-2.86,2930.93,-3.58,2.64,27556.26,0
2020,Karimnagar,Little Millet,116070.56,121343.29,-5272.73,-4.35,0.9565,7.71,10.88,1746.03,-14.11,12.7,28881.75,0
2020,Karimnagar,Proso Millet,266673.05,284118.65,-17445.6,-6.14,0.9386,-7.53,-0.63,3624.48,-14.07,23.51,43327.44,0
2020,Warangal,Pearl Millet,177421.11,220857.96,-43436.84,-19.67,0.8033,-7.85,5.46,2319.94,7.81,17.17,10189.95,0
2020,Warangal,Finger Millet,186890.94,145716.22,41174.72,28.26,1.2826,-2.09,8.34,2077.42,-1.53,2.05,20821.51,2
2020,Warangal,Sorghum,197692.53,238293.26,-40600.73,-17.04,0.8296,0.05,-0.02,4068.42,-15.64,4.71,32768.54,0
2020,Warangal,Foxtail Millet,174419.31,216089.46,-41670.15,-19.28,0.8072,3.36,-1.18,2258.81,-15.51,-3.55,32400.21,0
2020,Warangal,Kodo Millet,79994.31,86834.77,-6840.46,-7.88,0.9212,-4.29,-4.2,4494.43,6.07,15.59,34519.34,0
2020,Warangal,Barnyard Millet,83240.52,71509.25,11731.27,16.41,1.1641,18.86,6.49,3455.56,5.1,19.05,1674.24,2
2020,Warangal,Little Millet,76738.41,65470.66,11267.75,17.21,1.1721,-3.96,9.49,3856.79,10.41,1.38,21145.22,2
2020,Warangal,Proso Millet,214880.06,234253.05,-19373.0,-8.27,0.9173,4.42,-0.97,3405.15,-12.76,2.36,43627.6,0
2020,Nalgonda,Pearl Millet,264528.4,285995.35,-21466.95,-7.51,0.9249,5.72,13.98,2812.35,-11.18,5.17,8771.65,0
2020,Nalgonda,Finger Millet,245348.27,286283.41,-40935.14,-14.3,0.857,12.95,5.49,2111.52,-16.14,0.05,14888.86,0
2020,Nalgonda,Sorghum,94265.02,106946.19,-12681.17,-11.86,0.8814,5.25,10.25,1695.89,-4.09,0.61,11991.47,0
2020,Nalgonda,Foxtail Millet,100231.0,118465.42,-18234.42,-15.39,0.8461,15.51,14.27,2308.92,-3.19,5.33,7540.85,0
2020,Nalgonda,Kodo Millet,245251.95,263059.74,-17807.79,-6.77,0.9323,2.77,14.73,3155.24,2.47,-4.94,14116.11,0
2020,Nalgonda,Barnyard Millet,142708.52,125213.25,17495.27,13.97,1.1397,-5.23,12.24,3049.44,-9.14,4.13,4085.42,1
2020,Nalgonda,Little Millet,289288.53,232460.57,56827.96,24.45,1.2445,17.17,0.04,2232.88,13.52,22.6,42936.66,2
2020,Nalgonda,Proso Millet,193603.42,234689.03,-41085.61,-17.51,0.8249,17.81,7.55,4432.36,-19.88,23.55,17041.46,0
2020,Villupuram,Pearl Millet,222409.44,228400.31,-5990.86,-2.62,0.9738,7.9,-4.97,2080.26,-16.2,0.72,38443.95,0
2020,Villupuram,Finger Millet,112791.93,129969.75,-17177.83,-13.22,0.8678,8.41,7.58,3509.51,13.62,9.78,18487.49,0
2020,Villupuram,Sorghum,144980.38,154014.05,-9033.67,-5.87,0.9413,16.93,1.49,4073.39,-7.51,16.56,27091.81,0
2020,Villupuram,Foxtail Millet,173287.64,167293.89,5993.74,3.58,1.0358,7.75,8.79,1809.58,11.36,-1.9,43461.03,0
2020,Villupuram,Kodo Millet,101239.84,96803.5,4436.34,4.58,1.0458,19.89,-3.55,3542.88,14.16,5.44,7650.34,0
2020,Villupuram,Barnyard Millet,234506.12,201495.92,33010.2,16.38,1.1638,-5.29,0.13,4254.61,-5.68,24.7,32507.94,2
2020,Villupuram,Little Millet,272450.39,326000.89,-53550.5,-16.43,0.8357,-5.38,13.47,3335.32,-16.73,-1.24,30317.85,0
2020,Villupuram,Proso Millet,236604.43,288452.95,-51848.52,-17.97,0.8203,-1.25,4.52,2331.24,-14.15,16.51,36704.57,0
2020,Tiruvannamalai,Pearl Millet,281557.05,280085.84,1471.21,0.53,1.0053,19.78,10.91,4162.4,-16.5,7.63,12237.13,0
2020,Tiruvannamalai,Finger Millet,193918.7,145448.03,48470.67,33.33,1.3333,11.5,13.69,3759.98,-0.53,-4.25,37206.13,2
2020,Tiruvannamalai,Sorghum,295176.23,305758.92,-10582.69,-3.46,0.9654,10.68,-1.15,3966.94,-11.8,-8.42,9790.19,0
2020,Tiruvannamalai,Foxtail Millet,256819.37,217994.01,38825.35,17.81,1.1781,0.26,-3.77,2848.4,1.65,-8.9,36561.45,2
2020,Tiruvannamalai,Kodo Millet,231015.47,215611.64,15403.83,7.14,1.0714,13.18,10.22,4004.24,-4.89,14.08,41847.36,1
2020,Tiruvannamalai,Barnyard Millet,89767.22,84295.28,5471.93,6.49,1.0649,-3.2,-4.3,2025.29,9.5,4.71,5156.54,1
2020,Tiruvannamalai,Little Millet,89383.58,70309.71,19073.87,27.13,1.2713,3.62,3.69,3599.06,-14.18,14.98,35972.39,2
2020,Tiruvannamalai,Proso Millet,270957.16,275138.81,-4181.66,-1.52,0.9848,17.23,6.83,4385.67,0.5,1.55,23199.7,0
2020,Salem,Pearl Millet,257193.88,269316.67,-12122.78,-4.5,0.955,10.49,-0.69,2847.18,-13.98,19.28,22808.71,0
2020,Salem,Finger Millet,128932.55,135784.11,-6851.56,-5.05,0.9495,17.93,10.97,4006.87,-13.13,0.34,38855.35,0
2020,Salem,Sorghum,166217.1,132227.76,33989.34,25.71,1.2571,8.28,10.93,1880.34,-18.12,15.8,27143.6,2
2020,Salem,Foxtail Millet,264293.95,272231.34,-7937.39,-2.92,0.9708,3.05,7.99,3637.35,8.58,-8.15,9809.84,0
2020,Salem,Kodo Millet,268949.77,309150.08,-40200.31,-13.0,0.87,-1.27,-3.98,4074.91,-0.97,-7.4,27411.14,0
2020,Salem,Barnyard Millet,70891.97,71780.81,-888.84,-1.24,0.9876,-5.38,0.22,3146.72,8.98,-8.46,25034.91,0
2020,Salem,Little Millet,259475.36,212732.48,46742.87,21.97,1.2197,14.12,8.98,1768.15,-14.83,5.48,21684.0,2
2020,Salem,Proso Millet,208463.62,164702.61,43761.01,26.57,1.2657,13.28,4.22,3544.02,14.75,1.82,2622.2,2
2020,Dharmapuri,Pearl Millet,52882.4,40384.22,12498.18,30.95,1.3095,10.62,-4.52,3928.79,-18.94,1.29,38120.37,2
2020,Dharmapuri,Finger Millet,251993.03,262808.64,-10815.61,-4.12,0.9588,-5.69,-1.19,4359.27,-16.56,17.43,27412.54,0
2020,Dharmapuri,Sorghum,142884.87,163422.13,-20537.26,-12.57,0.8743,12.96,7.1,3657.68,14.59,0.95,33936.75,0
2020,Dharmapuri,Foxtail Millet,248672.39,249172.23,-499.84,-0.2,0.998,0.12,0.84,1977.82,-0.9,-4.82,33739.03,0
2020,Dharmapuri,Kodo Millet,185003.34,165317.49,19685.85,11.91,1.1191,6.62,10.36,1951.73,8.85,0.11,31461.09,1
2020,Dharmapuri,Barnyard Millet,60614.96,56961.25,3653.71,6.41,1.0641,-6.87,3.69,1578.75,0.97,-9.9,13802.98,1
2020,Dharmapuri,Little Millet,111403.21,102789.08,8614.13,8.38,1.0838,1.56,2.23,3047.67,-1.45,4.18,28587.07,1
2020,Dharmapuri,Proso Millet,108950.44,89844.52,19105.93,21.27,1.2127,-0.46,-0.44,2464.92,3.15,2.82,41257.33,2
2020,Namakkal,Pearl Millet,246284.98,230932.25,15352.72,6.65,1.0665,-6.83,9.29,3375.05,-18.14,-2.72,21098.99,1
2020,Namakkal,Finger Millet,264006.4,271697.22,-7690.82,-2.83,0.9717,9.31,10.73,1550.98,1.85,12.27,46991.25,0
2020,Namakkal,Sorghum,281160.59,236844.96,44315.63,18.71,1.1871,-6.19,0.36,1640.96,-15.72,3.71,41910.01,2
2020,Namakkal,Foxtail Millet,81066.11,83327.59,-2261.48,-2.71,0.9729,6.82,-4.9,3376.74,-10.95,19.99,9694.81,0
2020,Namakkal,Kodo Millet,287111.3,286888.4,222.91,0.08,1.0008,18.07,5.31,2634.26,6.73,8.49,4144.13,0
2020,Namakkal,Barnyard Millet,116949.86,96767.88,20181.98,20.86,1.2086,-6.17,8.93,3357.22,-9.67,-4.02,28999.6,2
2020,Namakkal,Little Millet,217373.79,242431.75,-25057.96,-10.34,0.8966,3.41,-1.83,2228.15,-5.31,15.09,19044.57,0
2020,Namakkal,Proso Millet,231307.14,234582.57,-3275.43,-1.4,0.986,-2.01,1.19,3834.88,-17.12,20.57,41279.81,0
2020,Shivpuri,Pearl Millet,122906.33,152539.56,-29633.23,-19.43,0.8057,2.92,2.09,3750.88,6.52,20.32,3073.64,0
2020,Shivpuri,Finger Millet,150819.8,130389.68,20430.12,15.67,1.1567,10.92,1.8,3549.55,-9.72,23.57,45660.21,2
2020,Shivpuri,Sorghum,55816.03,44223.23,11592.8,26.21,1.2621,2.56,3.22,2339.36,-9.83,10.15,40921.37,2
2020,Shivpuri,Foxtail Millet,176304.08,213156.17,-36852.09,-17.29,0.8271,13.62,9.62,2605.12,-0.54,7.53,9744.28,0
2020,Shivpuri,Kodo Millet,295574.99,270680.36,24894.62,9.2,1.092,19.23,4.31,3995.26,-17.85,14.09,2839.51,1
2020,Shivpuri,Barnyard Millet,221706.86,172656.82,49050.05,28.41,1.2841,15.88,-0.22,4249.46,-12.69,16.78,18398.11,2
2020,Shivpuri,Little Millet,257131.39,225982.12,31149.27,13.78,1.1378,0.82,9.18,2684.16,-12.23,-5.05,6006.61,1
2020,Shivpuri,Proso Millet,73643.72,77320.58,-3676.85,-4.76,0.9524,6.73,9.43,3862.12,-0.95,11.23,10732.33,0
2020,Guna,Pearl Millet,198329.43,211307.47,-12978.04,-6.14,0.9386,-2.46,-0.66,2714.98,-8.69,-2.1,44236.76,0
2020,Guna,Finger Millet,263703.38,293153.88,-29450.5,-10.05,0.8995,18.77,13.36,3335.63,-2.33,16.54,17044.61,0
2020,Guna,Sorghum,147335.17,144514.67,2820.5,1.95,1.0195,6.02,3.14,3157.65,10.24,21.21,1522.93,0
2020,Guna,Foxtail Millet,96207.2,111617.14,-15409.93,-13.81,0.8619,19.92,-4.41,1820.24,7.25,-6.08,7267.44,0
2020,Guna,Kodo Millet,199299.17,241583.12,-42283.96,-17.5,0.825,-1.16,2.55,2916.82,4.6,-0.76,14898.81,0
2020,Guna,Barnyard Millet,294750.44,238703.78,56046.66,23.48,1.2348,12.29,3.31,1509.22,1.74,-2.52,19027.34,2
2020,Guna,Little Millet,248020.63,202623.72,45396.92,22.4,1.224,-6.38,1.22,1712.74,-15.69,8.41,38821.5,2
2020,Guna,Proso Millet,121709.04,124096.32,-2387.28,-1.92,0.9808,-1.68,2.94,2932.04,9.33,10.53,38069.54,0
